link_id,fir_id,person_id,role
CP05118,F4194,P02623,victim
CP05119,F4194,P02920,accused
CP05120,F4195,P00315,complainant
CP05121,F4195,P00874,victim
CP05122,F4195,P00665,accused
CP05123,F4196,P01063,complainant
CP05124,F4196,P00519,victim
CP05125,F4196,P01677,accused
CP05126,F4196,P00945,accused
CP05127,F4197,P01319,complainant
CP05128,F4197,P02531,victim
CP05129,F4198,P01223,complainant
CP05130,F4198,P00717,victim
CP05131,F4198,P01611,accused
CP05132,F4199,P01014,complainant
CP05133,F4199,P02881,victim
CP05134,F4199,P01451,accused
CP05135,F4200,P01165,complainant
CP05136,F4200,P02769,victim
CP05137,F4200,P00060,accused
CP05138,F4201,P05001,accused
CP05139,F4201,P02328,victim
CP05140,F4202,P05001,accused
CP05141,F4202,P05003,accused
CP05142,F4202,P01339,victim
CP05143,F4203,P05001,accused
CP05144,F4203,P01673,victim
CP05145,F4204,P05001,accused
CP05146,F4204,P05003,accused
CP05147,F4204,P00662,victim
CP05148,F4205,P05001,accused
CP05149,F4205,P05003,accused
CP05150,F4205,P01490,victim
CP05151,F4206,P05001,accused
CP05152,F4206,P05003,accused
CP05153,F4206,P02349,victim
CP05154,F4207,P05010,accused
CP05155,F4207,P02246,victim
CP05156,F4208,P05010,accused
CP05157,F4208,P05011,accused
CP05158,F4208,P01299,victim
CP05159,F4209,P05010,accused
CP05160,F4209,P05011,accused
CP05161,F4209,P02763,victim
CP05162,F4210,P05010,accused
CP05163,F4210,P00704,victim
CP05164,F4211,P05010,accused
CP05165,F4211,P05011,accused
CP05166,F4211,P02457,victim
CP05167,F4212,P05017,accused
CP05168,F4212,P05018,accused
CP05169,F4212,P02061,victim
CP05170,F4213,P05017,accused
CP05171,F4213,P01597,victim
CP05172,F4214,P05017,accused
CP05173,F4214,P02488,victim
CP05174,F4215,P05017,accused
CP05175,F4215,P05018,accused
CP05176,F4215,P00835,victim
